Material,Plant,Quantity,PurchaseOrder,UnitofMeasure,EntryDate,DebitCredit
1010010,CON1,"4,763.500",4800045550,KG,8/15/2022,H
1010033,CON1,"2,177.280",4800045105,KG,8/15/2022,H
1010033,CON1,"3,265.920",4800045105,KG,8/15/2022,H
1010033,CON1,544.320,4800045105,KG,8/15/2022,H
1010033,CON1,"4,898.880",4800045105,KG,8/15/2022,H
1010033,CON1,"1,156.680",4800045105,KG,8/15/2022,H
1010027,CON1,"4,083.000",4800045521,KG,8/15/2022,H
1010027,CON1,"4,899.600",4800045521,KG,8/15/2022,H
1010027,CON1,"5,716.200",4800045521,KG,8/15/2022,H
1010027,CON1,816.600,4800045521,KG,8/15/2022,H
1010027,CON1,680.500,4800045521,KG,8/15/2022,H
1010027,CON1,571.620,4800045521,KG,8/15/2022,H
1010027,CON1,272.200,4800045521,KG,8/15/2022,H
1010027,CON1,122.490,4800045521,KG,8/15/2022,H
1010027,CON1,802.990,4800045521,KG,8/15/2022,H
1010003,CON1,"1,088.640",4500087281,KG,8/15/2022,S
1010003,CON1,"2,177.280",4500087281,KG,8/15/2022,S
1010003,CON1,"11,975.040",4500087281,KG,8/15/2022,S
1313344,CON1,"19,000.000",4500097584,KG,8/15/2022,S
1313344,CON1,"1,000.000",4500097584,KG,8/15/2022,S
1010003,CON1,"1,088.640",4500087280,KG,8/15/2022,S
1010003,CON1,"7,620.480",4500087280,KG,8/15/2022,S
1010003,CON1,"10,886.400",4500087280,KG,8/15/2022,S
1010003,CON1,"17,418.240",4800045546,KG,8/16/2022,H
1010003,CON1,544.320,4800045546,KG,8/16/2022,H
1010033,CON1,"2,177.280",4800045553,KG,8/16/2022,H
1010033,CON1,"3,265.920",4800045553,KG,8/16/2022,H
1010033,CON1,"1,088.640",4800045553,KG,8/16/2022,H
1313344,CON1,"16,000.000",4800045430,KG,8/16/2022,H
1010033,CON1,"2,721.600",4800045553,KG,8/16/2022,H
1010033,CON1,"8,436.960",4800045553,KG,8/16/2022,H
1010033,CON1,272.160,4800045553,KG,8/16/2022,H
1010033,CON1,544.320,4800045553,KG,8/16/2022,H
1010033,CON1,"14,152.320",4800045263,KG,8/16/2022,H
1010027,CON1,"6,532.800",4800045522,KG,8/16/2022,H
1010027,CON1,"11,432.400",4800045522,KG,8/16/2022,H
1313344,CON1,"16,000.000",4800045431,KG,8/16/2022,H
1010003,CON1,"6,531.840",4500086330,KG,8/16/2022,S
1010003,CON1,"13,063.680",4500086330,KG,8/16/2022,S
1010003,CON1,"19,595.520",4500084043,KG,8/16/2022,S
1010333,CON1,"19,595.520",4500094031,KG,8/16/2022,S
1010333,CON1,"2,177.280",4500094031,KG,8/16/2022,S
1010333,CON1,"4,354.560",4500094032,KG,8/16/2022,S
1010333,CON1,"4,898.880",4500094032,KG,8/16/2022,S
1010333,CON1,"12,519.360",4500094032,KG,8/16/2022,S
1010333,CON1,"4,898.880",4500094033,KG,8/16/2022,S
1010333,CON1,"16,873.920",4500094033,KG,8/16/2022,S
1010333,CON1,"9,797.760",4500094035,KG,8/16/2022,S
1010333,CON1,"11,975.040",4500094035,KG,8/16/2022,S
1010003,CON1,"6,531.840",4800045549,KG,8/17/2022,H
1010003,CON1,"11,975.040",4800045549,KG,8/17/2022,H
1313344,CON1,"8,000.000",4800045432,KG,8/17/2022,H
1313254,CON1,"11,793.600",4800045284,KG,8/17/2022,H
1313253,CON1,"10,886.400",4800045284,KG,8/17/2022,H
1111164,CON1,"1,814.400",4800045284,KG,8/17/2022,H
1010027,CON1,816.600,4800045523,KG,8/17/2022,H
1010027,CON1,"17,148.600",4800045523,KG,8/17/2022,H
1313253,CON1,"13,608.000",4800045267,KG,8/17/2022,H
1313254,CON1,"3,628.800",4800045267,KG,8/17/2022,H
1313255,CON1,"1,814.400",4800045267,KG,8/17/2022,H
1313096,CON1,"1,814.400",4800045267,KG,8/17/2022,H
1010003,CON1,"1,088.640",4500086318,KG,8/17/2022,S
1010003,CON1,"7,620.480",4500086318,KG,8/17/2022,S
1010003,CON1,"2,177.280",4500086318,KG,8/17/2022,S
1010003,CON1,"8,709.120",4500086318,KG,8/17/2022,S
1010003,CON1,"1,088.640",4500086316,KG,8/17/2022,S
1010003,CON1,"2,177.280",4500086316,KG,8/17/2022,S
1010003,CON1,"15,240.960",4500086316,KG,8/17/2022,S
1313344,CON1,"20,000.000",4500097585,KG,8/17/2022,S
1010003,CON1,"3,265.920",4800045548,KG,8/18/2022,H
1010003,CON1,"1,088.640",4800045548,KG,8/18/2022,H
1010003,CON1,"12,791.520",4800045548,KG,8/18/2022,H
1010003,CON1,272.160,4800045548,KG,8/18/2022,H
1111089,CON1,"1,088.000",4800045643,KG,8/18/2022,H
1111089,CON1,"17,408.000",4800045643,KG,8/18/2022,H
1313344,CON1,"8,000.000",4800045433,KG,8/18/2022,H
1010027,CON1,"9,213.970",4800045524,KG,8/18/2022,H
1010027,CON1,"7,118.030",4800045524,KG,8/18/2022,H
1010027,CON1,"1,633.200",4800045524,KG,8/18/2022,H
1010003,CON1,"2,177.280",4500087286,KG,8/18/2022,S
1010003,CON1,"15,240.960",4500087286,KG,8/18/2022,S
1313344,CON1,"20,000.000",4500097584,KG,8/18/2022,S
1010003,CON1,"10,886.400",4500087285,KG,8/18/2022,S
1010003,CON1,"4,354.560",4500087285,KG,8/18/2022,S
1010003,CON1,"1,088.640",4500087287,KG,8/18/2022,S
1010003,CON1,"6,531.840",4500087287,KG,8/18/2022,S
1010003,CON1,"10,886.400",4500087287,KG,8/18/2022,S
1010033,CON1,"18,506.880",4800045554,KG,8/19/2022,H
1111089,CON1,"15,232.000",4800045644,KG,8/19/2022,H
1111089,CON1,"3,264.000",4800045644,KG,8/19/2022,H
1111164,CON1,"1,814.400",4800045499,KG,8/19/2022,H
1313253,CON1,"8,164.800",4800045499,KG,8/19/2022,H
1313254,CON1,"4,536.000",4800045499,KG,8/19/2022,H
1313255,CON1,907.200,4800045499,KG,8/19/2022,H
1111089,CON1,"8,704.000",4500096025,KG,8/19/2022,S
1111089,CON1,"1,060.800",4500096025,KG,8/19/2022,S
1111089,CON1,"7,616.000",4500096025,KG,8/19/2022,S
1111089,CON1,"1,115.200",4500096025,KG,8/19/2022,S
1111164,CON1,680.400,4500097344,KG,8/19/2022,S
1111164,CON1,113.400,4500097344,KG,8/19/2022,S
1111164,CON1,498.960,4500097344,KG,8/19/2022,S
1111164,CON1,226.800,4500097344,KG,8/19/2022,S
1111164,CON1,"6,350.400",4500097344,KG,8/19/2022,S
1111164,CON1,"4,536.000",4500097344,KG,8/19/2022,S
1313253,CON1,"4,536.000",4800045497,KG,8/20/2022,H
1313254,CON1,"5,443.200",4800045497,KG,8/20/2022,H
1010033,CON1,"14,152.320",4800045493,KG,8/20/2022,H
1010003,CON1,"7,620.480",4800045723,KG,8/20/2022,H
1010003,CON1,"9,797.760",4800045723,KG,8/20/2022,H
1010003,CON1,"1,088.640",4800045723,KG,8/20/2022,H
1010027,CON1,"7,349.400",4800045525,KG,8/20/2022,H
1010027,CON1,816.600,4800045525,KG,8/20/2022,H
1010027,CON1,"8,166.000",4800045525,KG,8/20/2022,H
1010033,CON1,"1,632.960",4800045716,KG,8/20/2022,H
1010033,CON1,"4,354.560",4800045716,KG,8/20/2022,H
1313253,CON1,"7,257.600",4800045509,KG,8/20/2022,H
1313254,CON1,"6,350.400",4800045509,KG,8/20/2022,H
1010033,CON1,"1,088.640",4800045716,KG,8/20/2022,H
1010033,CON1,"7,076.160",4800045716,KG,8/20/2022,H
1313253,CON1,"1,814.400",4500094078,KG,8/20/2022,S
1313253,CON1,"1,859.760",4500094078,KG,8/20/2022,S
1313253,CON1,"14,515.200",4500094078,KG,8/20/2022,S
1313253,CON1,884.520,4500094078,KG,8/20/2022,S
1111089,CON1,"9,792.000",4500096026,KG,8/20/2022,S
1111089,CON1,544.000,4500096026,KG,8/20/2022,S
1111089,CON1,"7,616.000",4500096026,KG,8/20/2022,S
1111089,CON1,571.200,4500096026,KG,8/20/2022,S
1313253,CON1,929.880,4500094078,KG,8/20/2022,S
1111083,CON1,"12,738.960",4500085782,KG,8/20/2022,S
1111083,CON1,"2,939.760",4500085782,KG,8/20/2022,S
1111083,CON1,802.990,4500085782,KG,8/20/2022,S
1111083,CON1,476.350,4500085782,KG,8/20/2022,S
1010033,CON1,"4,354.560",4800045716,KG,8/21/2022,H
1010003,CON1,"13,063.680",4800045552,KG,8/22/2022,H
1010003,CON1,"1,088.640",4800045552,KG,8/22/2022,H
1111089,CON1,"2,815.200",4800045645,KG,8/22/2022,H
1111089,CON1,"1,536.800",4800045645,KG,8/22/2022,H
1111089,CON1,"9,792.000",4800045645,KG,8/22/2022,H
1010033,CON1,"2,721.600",4800045718,KG,8/22/2022,H
1010333,CON1,"16,329.600",4800045511,KG,8/22/2022,H
1010027,CON1,"4,899.600",4800045729,KG,8/22/2022,H
1010027,CON1,"8,166.000",4800045729,KG,8/22/2022,H
1313253,CON1,22.680,4500094079,KG,8/22/2022,S
1313253,CON1,"18,121.320",4500094079,KG,8/22/2022,S
1010003,CON1,"2,177.280",4800045551,KG,8/23/2022,H
1010003,CON1,"1,088.640",4800045551,KG,8/23/2022,H
1010003,CON1,"11,975.040",4800045551,KG,8/23/2022,H
1010003,CON1,"2,721.600",4800045551,KG,8/23/2022,H
1010003,CON1,544.320,4800045551,KG,8/23/2022,H
1010033,CON1,"9,797.760",4800045718,KG,8/23/2022,H
1010033,CON1,"3,810.240",4800045718,KG,8/23/2022,H
1010033,CON1,"1,088.640",4800045718,KG,8/23/2022,H
1010027,CON1,"4,083.000",4800045730,KG,8/23/2022,H
1010027,CON1,"1,633.200",4800045730,KG,8/23/2022,H
1010027,CON1,"9,799.200",4800045730,KG,8/23/2022,H
1010027,CON1,272.200,4800045730,KG,8/23/2022,H
1313253,CON1,"9,072.000",4800045500,KG,8/23/2022,H
1313254,CON1,"4,536.000",4800045500,KG,8/23/2022,H
1313255,CON1,907.200,4800045500,KG,8/23/2022,H
1313096,CON1,453.600,4800045500,KG,8/23/2022,H
1010003,CON1,"10,886.400",4500089914,KG,8/23/2022,S
1010003,CON1,"2,177.280",4500089914,KG,8/23/2022,S
1010003,CON1,"6,531.840",4500089914,KG,8/23/2022,S
1111003,CON1,"18,750.000",4500093008,KG,8/23/2022,S
1010003,CON1,"19,595.520",4500089913,KG,8/23/2022,S
1010003,CON1,"1,088.640",4800045727,KG,8/24/2022,H
1010003,CON1,"8,709.120",4800045727,KG,8/24/2022,H
1010333,CON1,"16,329.600",4800045790,KG,8/24/2022,H
1010027,CON1,544.400,4800045731,KG,8/24/2022,H
1010027,CON1,272.200,4800045731,KG,8/24/2022,H
1010027,CON1,"3,266.400",4800045731,KG,8/24/2022,H
1010027,CON1,"2,449.800",4800045731,KG,8/24/2022,H
1010027,CON1,"5,716.200",4800045731,KG,8/24/2022,H
1010027,CON1,816.600,4800045731,KG,8/24/2022,H
1010038,CON1,"5,984.000",4800045917,KG,8/24/2022,H
1313344,CON1,"15,000.000",4500097586,KG,8/24/2022,S
1313344,CON1,"5,000.000",4500097586,KG,8/24/2022,S
1313096,CON1,"3,628.800",4500097437,KG,8/24/2022,S
1313096,CON1,"2,721.600",4500097437,KG,8/24/2022,S
1313096,CON1,"5,443.200",4500097437,KG,8/24/2022,S
1313096,CON1,680.400,4500097437,KG,8/24/2022,S
1111089,CON1,462.400,4500096927,KG,8/24/2022,S
1111089,CON1,625.600,4500096927,KG,8/24/2022,S
1111089,CON1,"8,704.000",4500096927,KG,8/24/2022,S
1111089,CON1,"1,088.000",4800045869,KG,8/25/2022,H
1111089,CON1,"7,616.000",4800045869,KG,8/25/2022,H
1111089,CON1,"9,792.000",4800045869,KG,8/25/2022,H
1313253,CON1,"9,072.000",4800045510,KG,8/25/2022,H
1313254,CON1,"9,072.000",4800045510,KG,8/25/2022,H
1010033,CON1,"5,987.520",4800045717,KG,8/25/2022,H
1010033,CON1,"1,088.640",4800045717,KG,8/25/2022,H
1313253,CON1,"19,073.880",4500094078,KG,8/25/2022,H
1313253,CON1,"19,051.200",4500094080,KG,8/25/2022,H
1313253,CON1,0.000,4500088836,KG,8/25/2022,S
1313253,CON1,0.000,4500088837,KG,8/25/2022,S
1313253,CON1,0.000,4500088838,KG,8/25/2022,S
1313253,CON1,0.000,4500088839,KG,8/25/2022,S
1313253,CON1,0.000,4500088841,KG,8/25/2022,S
1313253,CON1,0.000,4500088921,KG,8/25/2022,S
1313253,CON1,0.000,4500088923,KG,8/25/2022,S
1313253,CON1,0.000,4500091737,KG,8/25/2022,S
1010003,CON1,997.920,4500087282,KG,8/25/2022,S
1111089,CON1,639.200,4500096926,KG,8/25/2022,S
1111089,CON1,204.000,4500096926,KG,8/25/2022,S
1111089,CON1,244.800,4500096926,KG,8/25/2022,S
1111089,CON1,"7,616.000",4500096926,KG,8/25/2022,S
1111089,CON1,"8,704.000",4500096926,KG,8/25/2022,S
1111089,CON1,"1,088.000",4500096926,KG,8/25/2022,S
1111003,CON1,"18,750.000",4500093009,KG,8/25/2022,S
1010003,CON1,"1,088.640",4500087290,KG,8/25/2022,S
1010003,CON1,"13,063.680",4500087290,KG,8/25/2022,S
1010003,CON1,"4,354.560",4500087290,KG,8/25/2022,S
1313254,CON1,"6,350.400",4800045498,KG,8/26/2022,H
1313255,CON1,"1,814.400",4800045498,KG,8/26/2022,H
1111089,CON1,"18,496.000",4800045870,KG,8/26/2022,H
1010033,CON1,"6,463.800",4800045717,KG,8/26/2022,H
1010033,CON1,68.040,4800045717,KG,8/26/2022,H
1010004,CON1,"9,450.000",4800046025,KG,8/26/2022,H
1010004,CON1,"7,560.000",4800046025,KG,8/26/2022,H
1010033,CON1,"1,088.640",4800045717,KG,8/26/2022,H
1010027,CON1,272.200,4500096977,KG,8/26/2022,S
1010027,CON1,"21,231.600",4500096977,KG,8/26/2022,S
1010027,CON1,"2,449.800",4500096977,KG,8/26/2022,S
1010027,CON1,272.200,4500096975,KG,8/26/2022,S
1010027,CON1,"23,681.400",4500096975,KG,8/26/2022,S
1010027,CON1,136.100,4500096980,KG,8/26/2022,S
1010027,CON1,408.300,4500096980,KG,8/26/2022,S
1010027,CON1,"1,633.200",4500096980,KG,8/26/2022,S
1010027,CON1,"10,615.800",4500096980,KG,8/26/2022,S
1010027,CON1,272.200,4500096978,KG,8/26/2022,S
1010027,CON1,"11,432.400",4500096978,KG,8/26/2022,S
1010027,CON1,"12,249.000",4500096978,KG,8/26/2022,S
1111089,CON1,"1,006.400",4800046062,KG,8/27/2022,H
1111089,CON1,"7,969.600",4800046062,KG,8/27/2022,H
1111089,CON1,"9,520.000",4800046062,KG,8/27/2022,H
1010033,CON1,544.320,4800045717,KG,8/27/2022,H
1010033,CON1,"3,265.920",4800045717,KG,8/27/2022,H
1010033,CON1,408.240,4800045719,KG,8/27/2022,H
1010033,CON1,"1,088.640",4800045719,KG,8/27/2022,H
1010033,CON1,"1,632.960",4800045719,KG,8/27/2022,H
1010033,CON1,136.080,4800045719,KG,8/27/2022,H
1010333,CON1,"16,329.600",4800045880,KG,8/27/2022,H
1111083,CON1,"9,527.000",4800045791,KG,8/27/2022,H
1313253,CON1,"3,628.800",4800045791,KG,8/27/2022,H
1313254,CON1,"4,536.000",4800045791,KG,8/27/2022,H
1111089,CON1,299.200,4500096928,KG,8/27/2022,S
1111089,CON1,788.800,4500096928,KG,8/27/2022,S
1111089,CON1,"6,528.000",4500096928,KG,8/27/2022,S
1111089,CON1,"11,968.000",4500096928,KG,8/27/2022,S
1111089,CON1,"5,440.000",4500096928,KG,8/27/2022,S
1111089,CON1,"1,128.800",4500096929,KG,8/27/2022,S
1111089,CON1,816.000,4500096929,KG,8/27/2022,S
1111089,CON1,"13,056.000",4500096929,KG,8/27/2022,S
1111089,CON1,231.200,4500096929,KG,8/27/2022,S
1111089,CON1,"3,264.000",4500096929,KG,8/27/2022,S
1010003,CON1,"12,345.178",4800045724,KG,8/28/2022,H
1010027,CON1,"11,432.400",4800045732,KG,8/28/2022,H
1010027,CON1,"6,532.800",4800045732,KG,8/28/2022,H
1111089,CON1,"18,496.000",,KG,8/28/2022,S
1111089,CON1,"10,880.000",4500096928,KG,8/28/2022,S
1111089,CON1,965.600,4500096928,KG,8/28/2022,S
1313253,CON1,"2,721.600",4500094074,KG,8/28/2022,S
1313253,CON1,22.680,4500094074,KG,8/28/2022,S
1313253,CON1,"9,979.200",4500094074,KG,8/28/2022,S
1313253,CON1,"5,420.520",4500094074,KG,8/28/2022,S
1010033,CON1,544.320,4500091208,KG,8/28/2022,S
1010033,CON1,"21,228.480",4500091208,KG,8/28/2022,S
1111089,CON1,639.200,4800045871,KG,8/29/2022,H
1111089,CON1,"8,500.000",4800045871,KG,8/29/2022,H
1111089,CON1,"9,356.800",4800045871,KG,8/29/2022,H
1313096,CON1,"3,628.800",4800045776,KG,8/29/2022,H
1313253,CON1,"5,443.200",4800045776,KG,8/29/2022,H
1313254,CON1,"2,721.600",4800045776,KG,8/29/2022,H
1313255,CON1,907.200,4800045776,KG,8/29/2022,H
1313296,CON1,"2,000.000",4800045776,KG,8/29/2022,H
1010033,CON1,"14,152.320",4800045693,KG,8/29/2022,H
1010033,CON1,"4,354.560",4500097889,KG,8/29/2022,S
1010033,CON1,"17,418.240",4500097889,KG,8/29/2022,S
1010033,CON1,"21,772.800",4500097875,KG,8/29/2022,S
1010033,CON1,"21,772.800",4500097887,KG,8/29/2022,S
1010033,CON1,"21,772.800",4500097888,KG,8/29/2022,S
1010033,CON1,"17,962.560",4500097891,KG,8/29/2022,S
1010033,CON1,"3,810.240",4500097891,KG,8/29/2022,S
1010033,CON1,"21,772.800",4500097886,KG,8/29/2022,S
1010033,CON1,"21,772.800",4500097874,KG,8/29/2022,S
1010003,CON1,"1,088.640",4500089921,KG,8/29/2022,S
1010003,CON1,"6,531.840",4500089921,KG,8/29/2022,S
1010003,CON1,"11,975.040",4500089921,KG,8/29/2022,S
1111089,CON1,"2,176.000",4800045909,KG,8/30/2022,H
1010003,CON1,"74,071.066",4800045724,KG,8/30/2022,H
1010003,CON1,"98,761.424",,KG,8/30/2022,S
1010033,CON1,"14,152.320",4800045694,KG,8/30/2022,H
1010003,CON1,"16,873.920",4800045726,KG,8/30/2022,H
1010003,CON1,544.320,4800045726,KG,8/30/2022,H
1010003,CON1,"1,088.640",4800045726,KG,8/30/2022,H
1010027,CON1,"6,845.830",4800046026,KG,8/30/2022,H
1010027,CON1,"11,119.370",4800046026,KG,8/30/2022,H
1010003,CON1,"2,177.280",4500089917,KG,8/30/2022,S
1010003,CON1,"14,152.320",4500089917,KG,8/30/2022,S
1010003,CON1,"3,265.920",4500089917,KG,8/30/2022,S
1010003,CON1,"8,709.120",4500089918,KG,8/30/2022,S
1010003,CON1,"7,620.480",4500089918,KG,8/30/2022,S
1010003,CON1,90.720,4500089918,KG,8/30/2022,S
1010003,CON1,"1,088.640",4500089918,KG,8/30/2022,S
1313296,CON1,"10,000.000",4500094090,KG,8/30/2022,S
1010003,CON1,"13,063.680",4500089920,KG,8/30/2022,S
1010003,CON1,"3,265.920",4500089920,KG,8/30/2022,S
1313254,CON1,0.000,4500021496,KG,8/30/2022,S
1010003,CON1,"7,620.480",4800046231,KG,8/31/2022,H
1010003,CON1,"10,886.400",4800046231,KG,8/31/2022,H
1111164,CON1,907.200,4800045777,KG,8/31/2022,H
1313253,CON1,"5,443.200",4800045777,KG,8/31/2022,H
1313254,CON1,"4,536.000",4800045777,KG,8/31/2022,H
1313255,CON1,"2,721.600",4800045777,KG,8/31/2022,H
1010027,CON1,"4,083.000",4800046027,KG,8/31/2022,H
1010027,CON1,"13,882.200",4800046027,KG,8/31/2022,H
1111089,CON1,"20,549.600",4500096928,KG,8/31/2022,H
1111089,CON1,"14,144.000",4500096930,KG,8/31/2022,S
1111089,CON1,992.800,4500096930,KG,8/31/2022,S
1111089,CON1,"1,183.200",4500096930,KG,8/31/2022,S
1111089,CON1,"2,176.000",4500096930,KG,8/31/2022,S
1010003,CON1,"1,088.640",4500089919,KG,8/31/2022,S
1010003,CON1,"3,265.920",4500089919,KG,8/31/2022,S
1010003,CON1,"4,354.560",4500089919,KG,8/31/2022,S
1010003,CON1,"6,531.840",4500089919,KG,8/31/2022,S
1010033,CON1,"12,519.360",4500097873,KG,8/31/2022,S
1010033,CON1,"9,253.440",4500097873,KG,8/31/2022,S
1111089,CON1,"6,528.000",4800046143,KG,9/1/2022,H
1111089,CON1,"11,968.000",4800046143,KG,9/1/2022,H
1111083,CON1,"2,722.000",4800045792,KG,9/1/2022,H
1111164,CON1,"2,268.000",4800045792,KG,9/1/2022,H
1313253,CON1,"8,164.800",4800045792,KG,9/1/2022,H
1313254,CON1,"8,164.800",4800045792,KG,9/1/2022,H
1313253,CON1,"2,721.600",4800045971,KG,9/1/2022,H
1313254,CON1,"3,628.800",4800045971,KG,9/1/2022,H
1010033,CON1,"14,152.320",4800045964,KG,9/1/2022,H
1111089,CON1,761.600,4500096931,KG,9/1/2022,S
1111089,CON1,326.400,4500096931,KG,9/1/2022,S
1111089,CON1,"11,968.000",4500096931,KG,9/1/2022,S
1111089,CON1,"5,440.000",4500096931,KG,9/1/2022,S
1111003,CON1,"18,750.000",4500093010,KG,9/1/2022,S
1313254,CON1,"14,515.200",4500098083,KG,9/1/2022,S
1313254,CON1,"3,129.840",4500098083,KG,9/1/2022,S
1313254,CON1,498.960,4500098083,KG,9/1/2022,S
1111089,CON1,"7,616.000",4800046144,KG,9/2/2022,H
1111089,CON1,"10,880.000",4800046144,KG,9/2/2022,H
1010027,CON1,"10,615.800",4800046028,KG,9/2/2022,H
1010027,CON1,"7,349.400",4800046028,KG,9/2/2022,H
1010333,CON1,"16,329.600",4800046008,KG,9/2/2022,H
1111003,CON1,"18,750.000",4500093011,KG,9/2/2022,S
1313253,CON1,"11,793.600",4500094076,KG,9/2/2022,S
1313253,CON1,589.680,4500094076,KG,9/2/2022,S
1313253,CON1,"5,443.200",4500094076,KG,9/2/2022,S
1313253,CON1,317.520,4500094076,KG,9/2/2022,S
1010003,CON1,"9,797.760",4500089922,KG,9/2/2022,S
1010003,CON1,"5,443.200",4500089922,KG,9/2/2022,S
1010003,CON1,"1,088.640",4500089922,KG,9/2/2022,S
1313254,CON1,"14,515.200",4500098083,KG,9/2/2022,H
1313254,CON1,498.960,4500098083,KG,9/2/2022,H
1313254,CON1,"3,129.840",4500098083,KG,9/2/2022,H
1313253,CON1,"10,886.400",4800046019,KG,9/3/2022,H
1313254,CON1,"10,886.400",4800046019,KG,9/3/2022,H
1313254,CON1,816.480,4800046019,KG,9/3/2022,H
1313255,CON1,"1,701.000",4800046019,KG,9/3/2022,H
1010033,CON1,"3,810.240",4800045719,KG,9/3/2022,H
1010033,CON1,"7,076.160",4800045719,KG,9/3/2022,H
1313253,CON1,"16,329.600",4500094077,KG,9/3/2022,S
1313253,CON1,748.440,4500094077,KG,9/3/2022,S
1313253,CON1,"1,065.960",4500094077,KG,9/3/2022,S
1010033,CON1,544.320,4800045719,KG,9/4/2022,H
1111089,CON1,"8,704.000",4800046145,KG,9/6/2022,H
1111089,CON1,"9,792.000",4800046145,KG,9/6/2022,H
1313096,CON1,"2,721.600",4800046151,KG,9/6/2022,H
1313254,CON1,"2,721.600",4800046151,KG,9/6/2022,H
1313253,CON1,"14,515.200",4800046151,KG,9/6/2022,H
1010010,CON1,"12,385.100",4800046474,KG,9/7/2022,H
1010027,CON1,"16,018.970",4800046345,KG,9/7/2022,H
1010027,CON1,"1,946.230",4800046345,KG,9/7/2022,H
1010003,CON1,"3,265.920",4500094014,KG,9/7/2022,S
1010003,CON1,"8,709.120",4500094014,KG,9/7/2022,S
1010003,CON1,"7,620.480",4500094014,KG,9/7/2022,S
1111089,CON1,"8,704.000",4500099484,KG,9/7/2022,S
1111089,CON1,"9,792.000",4500099484,KG,9/7/2022,S
1313254,CON1,181.440,4500098084,KG,9/7/2022,S
1313254,CON1,272.160,4500098084,KG,9/7/2022,S
1313254,CON1,"17,236.800",4500098084,KG,9/7/2022,S
1010003,CON1,997.920,4500089918,KG,9/7/2022,S
1010003,CON1,"1,088.640",4500094013,KG,9/7/2022,S
1010003,CON1,"2,177.280",4500094013,KG,9/7/2022,S
1010003,CON1,"5,443.200",4500094013,KG,9/7/2022,S
1010003,CON1,"10,886.400",4500094013,KG,9/7/2022,S
1313254,CON1,"17,236.800",4500098084,KG,9/7/2022,H
1313254,CON1,272.160,4500098084,KG,9/7/2022,H
1313254,CON1,181.440,4500098084,KG,9/7/2022,H
1010033,CON1,"3,265.920",4800046235,KG,9/8/2022,H
1313344,CON1,"20,000.000",4500098092,KG,9/8/2022,S
1111089,CON1,"1,088.000",4500100490,KG,9/8/2022,S
1111089,CON1,"1,156.000",4500100490,KG,9/8/2022,S
1111089,CON1,816.000,4500100490,KG,9/8/2022,S
1111089,CON1,272.000,4500100490,KG,9/8/2022,S
1111089,CON1,"5,440.000",4500100490,KG,9/8/2022,S
1111089,CON1,"8,704.000",4500100490,KG,9/8/2022,S
1313254,CON1,"18,144.000",4500098083,KG,9/8/2022,S
1010003,CON1,"7,620.480",4500094017,KG,9/8/2022,S
1010003,CON1,"9,797.760",4500094017,KG,9/8/2022,S
1010003,CON1,"2,177.280",4500094017,KG,9/8/2022,S
1010033,CON1,"15,240.960",4800046235,KG,9/9/2022,H
1010027,CON1,"7,349.400",4800046346,KG,9/9/2022,H
1010027,CON1,"10,615.800",4800046346,KG,9/9/2022,H
1010003,CON1,"1,088.640",4500094015,KG,9/9/2022,S
1010003,CON1,"18,506.880",4500094015,KG,9/9/2022,S
1111089,CON1,"1,020.000",4500100490,KG,9/9/2022,S
1010003,CON1,"6,531.840",4500094016,KG,9/9/2022,S
1010003,CON1,"2,177.280",4500094016,KG,9/9/2022,S
1010003,CON1,"10,886.400",4500094016,KG,9/9/2022,S
1313253,CON1,"12,700.800",4500094075,KG,9/9/2022,S
1313253,CON1,725.760,4500094075,KG,9/9/2022,S
1313253,CON1,408.240,4500094075,KG,9/9/2022,S
1313253,CON1,"4,082.400",4500094075,KG,9/9/2022,S
1313253,CON1,226.800,4500094075,KG,9/9/2022,S
1313253,CON1,"9,072.000",4800046152,KG,9/10/2022,H
1313254,CON1,"9,072.000",4800046152,KG,9/10/2022,H
1313255,CON1,907.200,4800046152,KG,9/10/2022,H
1111164,CON1,"1,950.480",4800046020,KG,9/10/2022,H
1111164,CON1,317.520,4800046020,KG,9/10/2022,H
1313253,CON1,"6,781.320",4800046020,KG,9/10/2022,H
1313253,CON1,249.480,4800046020,KG,9/10/2022,H
1313254,CON1,"3,855.600",4800046020,KG,9/10/2022,H
1313254,CON1,907.200,4800046020,KG,9/10/2022,H
1010333,CON1,"16,329.600",4800046009,KG,9/10/2022,H
1111089,CON1,"18,496.000",4500099485,KG,9/10/2022,S
1313254,CON1,"2,721.600",4500098082,KG,9/10/2022,S
1313254,CON1,"3,061.800",4500098082,KG,9/10/2022,S
1313254,CON1,"11,453.400",4500098082,KG,9/10/2022,S
1313254,CON1,907.200,4500098082,KG,9/10/2022,S
1313096,CON1,"1,814.400",4800046316,KG,9/11/2022,H
1313253,CON1,"4,536.000",4800046316,KG,9/11/2022,H
1313254,CON1,"5,443.200",4800046316,KG,9/11/2022,H
1313255,CON1,"2,721.600",4800046316,KG,9/11/2022,H
1010027,CON1,"15,066.270",4800046347,KG,9/11/2022,H
1010027,CON1,"2,898.930",4800046347,KG,9/11/2022,H
1111164,CON1,"1,043.280",4800046304,KG,9/12/2022,H
1313253,CON1,"7,938.000",4800046304,KG,9/12/2022,H
1313254,CON1,"8,164.800",4800046304,KG,9/12/2022,H
1313254,CON1,"1,587.600",4800046304,KG,9/12/2022,H
