Material,Plant,Quantity,UnitofMeasure,EntryDate,DebitCredit
'1010003',BAR1,4354.56,KG,2023-11-27,S
'1010003',BAR1,6531.84,KG,2023-11-27,S
'1010003',BAR1,1088.64,KG,2023-11-28,S
'1010003',BAR1,2177.28,KG,2023-11-28,S
'1010003',BAR1,8709.12,KG,2023-11-28,S
'1010003',BAR1,5443.2,KG,2023-11-28,S
'1010003',BAR1,1088.64,KG,2023-11-28,S
'1010003',BAR1,7620.48,KG,2023-11-28,S
'1010003',BAR1,9797.76,KG,2023-11-28,S
'1010003',BAR1,5443.2,KG,2023-11-30,S
'1010003',BAR1,13063.68,KG,2023-11-30,S
'1010003',BAR1,1088.64,KG,2023-11-30,S
'1010003',BAR1,1088.64,KG,2023-11-30,S
'1010003',BAR1,2177.28,KG,2023-11-30,S
'1010003',BAR1,3265.92,KG,2023-11-30,S
'1010003',BAR1,4354.56,KG,2023-11-30,S
'1010003',BAR1,8709.12,KG,2023-11-30,S
'1010003',BAR1,2177.28,KG,2023-11-30,S
'1010003',BAR1,1088.64,KG,2023-11-30,S
'1010003',BAR1,5443.2,KG,2023-11-30,S
'1010003',BAR1,4354.56,KG,2023-11-30,S
'1010003',BAR1,1088.64,KG,2023-12-01,S
'1010003',BAR1,2177.28,KG,2023-12-01,S
'1010003',BAR1,10886.4,KG,2023-12-01,S
'1010003',BAR1,15240.96,KG,2023-12-02,S
'1010003',BAR1,1088.64,KG,2023-12-02,S
'1010003',BAR1,2177.28,KG,2023-12-05,S
'1010003',BAR1,17418.24,KG,2023-12-05,S
'1010003',BAR1,1088.64,KG,2023-12-05,S
'1010003',BAR1,4354.56,KG,2023-12-05,S
'1010003',BAR1,5443.2,KG,2023-12-05,S
'1010003',BAR1,18506.88,KG,2023-12-06,H
'1010003',BAR1,1088.64,KG,2023-12-06,S
'1010003',BAR1,10886.4,KG,2023-12-06,S
'1010003',BAR1,5443.2,KG,2023-12-06,S
'1010003',BAR1,2177.28,KG,2023-12-06,S
'1010003',BAR1,11975.04,KG,2023-12-08,H
'1010003',BAR1,1088.64,KG,2023-12-08,H
'1010003',BAR1,4354.56,KG,2023-12-08,H
'1010003',BAR1,16329.6,KG,2023-12-08,H
'1010003',BAR1,1088.64,KG,2023-12-08,H
'1010003',BAR1,3265.92,KG,2023-12-08,S
'1010003',BAR1,4354.56,KG,2023-12-08,S
'1010003',BAR1,8709.12,KG,2023-12-08,S
'1010003',BAR1,1088.64,KG,2023-12-08,S
'1010003',BAR1,5443.2,KG,2023-12-08,S
'1010003',BAR1,6531.84,KG,2023-12-08,S
'1010003',BAR1,1088.64,KG,2023-12-08,S
'1010003',BAR1,4354.56,KG,2023-12-08,S
'1010003',BAR1,11975.04,KG,2023-12-08,S
'1010003',BAR1,1088.64,KG,2023-12-09,H
'1010003',BAR1,6531.84,KG,2023-12-09,H
'1010003',BAR1,10886.4,KG,2023-12-09,H
'1010003',BAR1,18506.88,KG,2023-12-09,H
'1010003',BAR1,5443.2,KG,2023-12-09,S
'1010003',BAR1,2177.28,KG,2023-12-09,S
'1010003',BAR1,1088.64,KG,2023-12-09,S
'1010003',BAR1,3265.92,KG,2023-12-09,S
'1010003',BAR1,3265.92,KG,2023-12-09,S
'1010003',BAR1,8709.12,KG,2023-12-09,S
'1010003',BAR1,5443.2,KG,2023-12-09,S
'1010003',BAR1,2177.28,KG,2023-12-09,S
'1010003',BAR1,1088.64,KG,2023-12-11,H
'1010003',BAR1,16329.6,KG,2023-12-11,S
'1010003',BAR1,3265.92,KG,2023-12-11,S
'1010003',BAR1,1088.64,KG,2023-12-11,S
'1010003',BAR1,3265.92,KG,2023-12-11,S
'1010003',BAR1,4354.56,KG,2023-12-11,S
'1010003',BAR1,5443.2,KG,2023-12-11,S
'1010003',BAR1,1088.64,KG,2023-12-12,H
'1010003',BAR1,1088.64,KG,2023-12-12,S
'1010003',BAR1,2177.28,KG,2023-12-12,S
'1010003',BAR1,3265.92,KG,2023-12-12,S
'1010003',BAR1,6531.84,KG,2023-12-12,S
'1010003',BAR1,2177.28,KG,2023-12-12,S
'1010003',BAR1,4354.56,KG,2023-12-12,S
'1010003',BAR1,5443.2,KG,2023-12-12,S
'1010003',BAR1,7620.48,KG,2023-12-12,S
'1010003',BAR1,1088.64,KG,2023-12-12,S
'1010003',BAR1,2177.28,KG,2023-12-12,S
'1010003',BAR1,3265.92,KG,2023-12-12,S
'1010003',BAR1,9797.76,KG,2023-12-12,S
'1010003',BAR1,1088.64,KG,2023-12-12,H
'1010003',BAR1,1088.64,KG,2023-12-13,H
'1010003',BAR1,1088.64,KG,2023-12-15,S
'1010003',BAR1,6531.84,KG,2023-12-15,S
'1010003',BAR1,9797.76,KG,2023-12-15,S
'1010003',BAR1,18506.88,KG,2023-12-16,H
'1010003',BAR1,2177.28,KG,2023-12-16,S
'1010003',BAR1,6531.84,KG,2023-12-16,S
'1010003',BAR1,8709.12,KG,2023-12-16,S
'1010003',BAR1,544.32,KG,2023-12-17,H
'1010003',BAR1,2177.28,KG,2023-12-19,S
'1010003',BAR1,3265.92,KG,2023-12-19,S
'1010003',BAR1,14152.32,KG,2023-12-19,S
'1010003',BAR1,2177.28,KG,2023-12-19,S
'1010003',BAR1,9797.76,KG,2023-12-19,S
'1010003',BAR1,7620.48,KG,2023-12-19,S
'1010003',BAR1,11975.04,KG,2023-12-19,S
'1010003',BAR1,1088.64,KG,2023-12-19,S
'1010003',BAR1,3265.92,KG,2023-12-19,S
'1010003',BAR1,2177.28,KG,2023-12-19,S
'1010003',BAR1,1088.64,KG,2023-12-22,S
'1010003',BAR1,2177.28,KG,2023-12-22,S
'1010003',BAR1,13063.68,KG,2023-12-22,S
'1010003',BAR1,1088.64,KG,2023-12-22,S
'1010003',BAR1,5443.2,KG,2023-12-22,S
'1010003',BAR1,13063.68,KG,2023-12-22,S
'1010003',BAR1,2177.28,KG,2023-12-23,S
'1010003',BAR1,1088.64,KG,2023-12-23,S
'1010003',BAR1,90.72,KG,2023-12-23,S
'1010003',BAR1,1451.52,KG,2023-12-23,S
'1010003',BAR1,9797.76,KG,2023-12-23,S
'1010003',BAR1,1088.64,KG,2023-12-23,S
'1010003',BAR1,3265.92,KG,2023-12-23,S
'1010003',BAR1,14152.32,KG,2023-12-23,S
'1010003',BAR1,2177.28,KG,2023-12-26,S
'1010003',BAR1,8709.12,KG,2023-12-26,S
'1010003',BAR1,7620.48,KG,2023-12-26,S
'1010003',BAR1,11975.04,KG,2023-12-26,S
'1010003',BAR1,1088.64,KG,2023-12-29,S
'1010003',BAR1,9797.76,KG,2023-12-29,S
'1010003',BAR1,8709.12,KG,2023-12-29,S
'1010003',BAR1,1088.64,KG,2023-12-29,S
'1010003',BAR1,2177.28,KG,2023-12-29,S
'1010003',BAR1,13063.68,KG,2023-12-29,S
'1010003',BAR1,7620.48,KG,2023-12-30,S
'1010003',BAR1,3265.92,KG,2023-12-30,S
'1010003',BAR1,1088.64,KG,2023-12-30,S
'1010003',BAR1,4354.56,KG,2023-12-30,S
'1010003',BAR1,2177.28,KG,2023-12-30,S
'1010003',BAR1,544.32,KG,2024-01-02,H
'1010003',BAR1,1088.64,KG,2024-01-02,H
'1010003',BAR1,1088.64,KG,2024-01-03,S
'1010003',BAR1,5443.2,KG,2024-01-03,S
'1010003',BAR1,10886.4,KG,2024-01-03,S
'1010003',BAR1,1088.64,KG,2024-01-04,H
'1010003',BAR1,18506.88,KG,2024-01-04,H
'1010003',BAR1,5443.2,KG,2024-01-04,S
'1010003',BAR1,1088.64,KG,2024-01-04,S
'1010003',BAR1,3265.92,KG,2024-01-04,S
'1010003',BAR1,2177.28,KG,2024-01-04,S
'1010003',BAR1,1088.64,KG,2024-01-05,H
'1010003',BAR1,4354.56,KG,2024-01-05,S
'1010003',BAR1,8709.12,KG,2024-01-05,S
'1010003',BAR1,3265.92,KG,2024-01-05,S
'1010003',BAR1,2177.28,KG,2024-01-05,S
'1010003',BAR1,1088.64,KG,2024-01-05,S
'1010003',BAR1,544.32,KG,2024-01-05,S
'1010003',BAR1,6531.84,KG,2024-01-05,S
'1010003',BAR1,7620.48,KG,2024-01-05,S
'1010003',BAR1,4354.56,KG,2024-01-05,S
'1010003',BAR1,1088.64,KG,2024-01-05,S
'1010003',BAR1,11975.04,KG,2024-01-05,H
'1010003',BAR1,7620.48,KG,2024-01-05,H
'1010003',BAR1,1088.64,KG,2024-01-06,H
'1010003',BAR1,544.32,KG,2024-01-06,H
'1010003',BAR1,2721.6,KG,2024-01-06,H
'1010003',BAR1,2177.28,KG,2024-01-06,H
'1010003',BAR1,90.72,KG,2024-01-06,H
'1010003',BAR1,453.6,KG,2024-01-06,H
'1010003',BAR1,18506.88,KG,2024-01-06,H
'1010003',BAR1,1088.64,KG,2024-01-08,H
'1010003',BAR1,544.32,KG,2024-01-08,H
'1010003',BAR1,1088.64,KG,2024-01-09,S
'1010003',BAR1,3265.92,KG,2024-01-09,S
'1010003',BAR1,10886.4,KG,2024-01-09,S
'1010003',BAR1,1088.64,KG,2024-01-09,S
'1010003',BAR1,3265.92,KG,2024-01-09,S
'1010003',BAR1,4354.56,KG,2024-01-09,S
'1010003',BAR1,7620.48,KG,2024-01-09,S
'1010003',BAR1,4354.56,KG,2024-01-09,S
'1010003',BAR1,6531.84,KG,2024-01-09,S
'1010003',BAR1,7620.48,KG,2024-01-09,S
'1010003',BAR1,1088.64,KG,2024-01-09,S
'1010003',BAR1,3900.96,KG,2024-01-09,S
'1010003',BAR1,2177.28,KG,2024-01-10,S
'1010003',BAR1,5443.2,KG,2024-01-10,S
'1010003',BAR1,11975.04,KG,2024-01-10,S
'1010003',BAR1,3265.92,KG,2024-01-10,S
'1010003',BAR1,7620.48,KG,2024-01-10,S
'1010003',BAR1,8709.12,KG,2024-01-10,S
'1010003',BAR1,19595.52,KG,2024-01-10,H
'1010003',BAR1,2177.28,KG,2024-01-11,S
'1010003',BAR1,1088.64,KG,2024-01-11,S
'1010003',BAR1,4354.56,KG,2024-01-11,S
'1010003',BAR1,11975.04,KG,2024-01-11,S
'1010003',BAR1,1088.64,KG,2024-01-11,S
'1010003',BAR1,9797.76,KG,2024-01-11,S
'1010003',BAR1,7620.48,KG,2024-01-11,S
'1010003',BAR1,9797.76,KG,2024-01-11,S
'1010003',BAR1,8709.12,KG,2024-01-11,S
'1010003',BAR1,1088.64,KG,2024-01-11,S
'1010003',BAR1,1088.64,KG,2024-01-12,H
'1010003',BAR1,7620.48,KG,2024-01-12,H
'1010003',BAR1,9797.76,KG,2024-01-12,H
'1010003',BAR1,1088.64,KG,2024-01-13,H
'1010003',BAR1,2177.28,KG,2024-01-13,H
'1010003',BAR1,544.32,KG,2024-01-13,H
'1010003',BAR1,4898.88,KG,2024-01-13,H
'1010003',BAR1,9253.44,KG,2024-01-13,H
'1010003',BAR1,9797.76,KG,2024-01-13,H
'1010003',BAR1,8709.12,KG,2024-01-13,H
'1010003',BAR1,9797.76,KG,2024-01-13,S
'1010003',BAR1,3265.92,KG,2024-01-13,S
'1010003',BAR1,4354.56,KG,2024-01-13,S
'1010003',BAR1,1088.64,KG,2024-01-13,S
'1010003',BAR1,1088.64,KG,2024-01-15,H
'1010003',BAR1,1088.64,KG,2024-01-17,S
'1010003',BAR1,3265.92,KG,2024-01-17,S
'1010003',BAR1,5443.2,KG,2024-01-17,S
'1010003',BAR1,9797.76,KG,2024-01-17,S
'1010003',BAR1,10886.4,KG,2024-01-17,S
'1010003',BAR1,3265.92,KG,2024-01-17,S
'1010003',BAR1,2177.28,KG,2024-01-17,S
'1010003',BAR1,1088.64,KG,2024-01-18,H
'1010003',BAR1,1088.64,KG,2024-01-18,S
'1010003',BAR1,6531.84,KG,2024-01-18,S
'1010003',BAR1,10886.4,KG,2024-01-18,S
'1010003',BAR1,18506.88,KG,2024-01-20,H
'1010003',BAR1,7620.48,KG,2024-01-20,H
'1010003',BAR1,10886.4,KG,2024-01-20,H
'1010003',BAR1,18506.88,KG,2024-01-20,H
'1010003',BAR1,1088.64,KG,2024-01-20,H
'1010003',BAR1,1632.96,KG,2024-01-20,H
'1010003',BAR1,2177.28,KG,2024-01-20,H
'1010003',BAR1,4354.56,KG,2024-01-20,H
'1010003',BAR1,2721.6,KG,2024-01-20,H
'1010003',BAR1,544.32,KG,2024-01-20,H
'1010003',BAR1,1088.64,KG,2024-01-22,H
'1010003',BAR1,18506.88,KG,2024-01-23,H
'1010003',BAR1,544.32,KG,2024-01-23,H
'1010003',BAR1,1088.64,KG,2024-01-23,H
'1010003',BAR1,3265.92,KG,2024-01-23,H
'1010003',BAR1,7620.48,KG,2024-01-23,S
'1010003',BAR1,4354.56,KG,2024-01-23,S
'1010003',BAR1,3265.92,KG,2024-01-23,S
'1010003',BAR1,2177.28,KG,2024-01-23,S
'1010003',BAR1,1088.64,KG,2024-01-23,S
'1010003',BAR1,10886.4,KG,2024-01-23,S
'1010003',BAR1,6531.84,KG,2024-01-23,S
'1010003',BAR1,1088.64,KG,2024-01-23,S
'1010003',BAR1,4354.56,KG,2024-01-24,H
'1010003',BAR1,2177.28,KG,2024-01-24,H
'1010003',BAR1,272.16,KG,2024-01-24,H
'1010003',BAR1,1610.0,KG,2024-01-24,H
'1010003',BAR1,16329.6,KG,2024-01-24,S
'1010003',BAR1,3265.92,KG,2024-01-24,S
'1010003',BAR1,1088.64,KG,2024-01-25,H
'1010003',BAR1,3265.92,KG,2024-01-25,H
'1010003',BAR1,2177.28,KG,2024-01-25,H
'1010003',BAR1,5443.2,KG,2024-01-25,H
'1010003',BAR1,18506.88,KG,2024-01-25,H
'1010003',BAR1,1088.64,KG,2024-01-26,H
'1010003',BAR1,544.32,KG,2024-01-26,H
'1010003',BAR1,1088.64,KG,2024-01-26,H
'1010003',BAR1,544.32,KG,2024-01-26,H
'1010003',BAR1,1088.64,KG,2024-01-27,H
'1010003',BAR1,3810.24,KG,2024-01-27,H
'1010003',BAR1,13608.0,KG,2024-01-27,H
'1010003',BAR1,1088.64,KG,2024-01-27,H
'1010003',BAR1,272.16,KG,2024-01-27,H
'1010003',BAR1,1088.64,KG,2024-01-29,H
'1010003',BAR1,544.32,KG,2024-01-29,H
'1010003',BAR1,17146.08,KG,2024-01-29,H
'1010003',BAR1,2177.28,KG,2024-01-30,S
'1010003',BAR1,4354.56,KG,2024-01-30,S
'1010003',BAR1,3265.92,KG,2024-01-30,S
'1010003',BAR1,1088.64,KG,2024-01-30,S
'1010003',BAR1,11975.04,KG,2024-01-30,S
'1010003',BAR1,1088.64,KG,2024-01-30,S
'1010003',BAR1,5443.2,KG,2024-01-30,S
'1010003',BAR1,3265.92,KG,2024-01-30,S
'1010003',BAR1,7620.48,KG,2024-01-30,S
'1010003',BAR1,2177.28,KG,2024-01-30,S
'1010003',BAR1,1088.64,KG,2024-01-30,S
'1010003',BAR1,5443.2,KG,2024-01-30,S
'1010003',BAR1,544.32,KG,2024-01-31,H
'1010003',BAR1,1088.64,KG,2024-01-31,H
'1010003',BAR1,8709.12,KG,2024-01-31,S
'1010003',BAR1,3265.92,KG,2024-01-31,S
'1010003',BAR1,2177.28,KG,2024-01-31,S
'1010003',BAR1,10886.4,KG,2024-01-31,S
'1010003',BAR1,3265.92,KG,2024-01-31,S
'1010003',BAR1,2177.28,KG,2024-01-31,S
'1010003',BAR1,2177.28,KG,2024-02-01,S
'1010003',BAR1,7620.48,KG,2024-02-01,S
'1010003',BAR1,9797.76,KG,2024-02-01,S
'1010003',BAR1,8709.12,KG,2024-02-01,S
'1010003',BAR1,1088.64,KG,2024-02-01,S
'1010003',BAR1,1088.64,KG,2024-02-02,H
'1010003',BAR1,3265.92,KG,2024-02-02,H
'1010003',BAR1,7620.48,KG,2024-02-02,H
'1010003',BAR1,14696.64,KG,2024-02-02,H
'1010003',BAR1,3810.24,KG,2024-02-02,H
'1010003',BAR1,9253.44,KG,2024-02-03,H
'1010003',BAR1,1088.64,KG,2024-02-03,H
'1010003',BAR1,2721.6,KG,2024-02-03,H
'1010003',BAR1,544.32,KG,2024-02-03,H
'1010003',BAR1,6531.84,KG,2024-02-03,H
'1010003',BAR1,11975.04,KG,2024-02-03,H
'1010003',BAR1,4354.56,KG,2024-02-03,H
'1010003',BAR1,6531.84,KG,2024-02-03,H
'1010003',BAR1,7620.48,KG,2024-02-03,H
'1010003',BAR1,18506.88,KG,2024-02-05,H
'1010003',BAR1,14152.32,KG,2024-02-06,S
'1010003',BAR1,5443.2,KG,2024-02-06,S
'1010003',BAR1,6531.84,KG,2024-02-06,S
'1010003',BAR1,5443.2,KG,2024-02-06,S
'1010003',BAR1,3265.92,KG,2024-02-06,S
'1010003',BAR1,1088.64,KG,2024-02-06,S
'1010003',BAR1,3810.24,KG,2024-02-07,H
'1010003',BAR1,14696.64,KG,2024-02-07,H
'1010003',BAR1,6531.84,KG,2024-02-07,S
'1010003',BAR1,13063.68,KG,2024-02-07,S
'1010003',BAR1,11975.04,KG,2024-02-08,H
'1010003',BAR1,6531.84,KG,2024-02-08,H
'1010003',BAR1,1088.64,KG,2024-02-08,H
'1010003',BAR1,544.32,KG,2024-02-08,H
'1010003',BAR1,3265.92,KG,2024-02-08,S
'1010003',BAR1,2177.28,KG,2024-02-08,S
'1010003',BAR1,4354.56,KG,2024-02-08,S
'1010003',BAR1,9797.76,KG,2024-02-08,S
'1010003',BAR1,4354.56,KG,2024-02-09,S
'1010003',BAR1,8709.12,KG,2024-02-09,S
'1010003',BAR1,2177.28,KG,2024-02-09,S
'1010003',BAR1,18506.88,KG,2024-02-10,H
'1010003',BAR1,18506.88,KG,2024-02-10,H
'1010003',BAR1,2721.6,KG,2024-02-10,H
'1010003',BAR1,2177.28,KG,2024-02-10,H
'1010003',BAR1,544.32,KG,2024-02-10,H
'1010003',BAR1,3265.92,KG,2024-02-10,H
'1010003',BAR1,1088.64,KG,2024-02-10,H
'1010003',BAR1,1088.64,KG,2024-02-12,H
'1010003',BAR1,544.32,KG,2024-02-12,H
'1010003',BAR1,11975.04,KG,2024-02-12,H
'1010003',BAR1,5987.52,KG,2024-02-12,H
'1010003',BAR1,9797.76,KG,2024-02-13,S
'1010003',BAR1,6531.84,KG,2024-02-13,S
'1010003',BAR1,1088.64,KG,2024-02-13,S
'1010003',BAR1,2177.28,KG,2024-02-13,S
'1010003',BAR1,1088.64,KG,2024-02-13,S
'1010003',BAR1,2177.28,KG,2024-02-13,S
'1010003',BAR1,6531.84,KG,2024-02-13,S
'1010003',BAR1,7620.48,KG,2024-02-13,S
'1010003',BAR1,1088.64,KG,2024-02-13,S
'1010003',BAR1,11975.04,KG,2024-02-13,S
'1010003',BAR1,3265.92,KG,2024-02-13,S
'1010003',BAR1,1088.64,KG,2024-02-15,H
'1010003',BAR1,2177.28,KG,2024-02-16,S
'1010003',BAR1,5443.2,KG,2024-02-16,S
'1010003',BAR1,1088.64,KG,2024-02-16,S
'1010003',BAR1,4354.56,KG,2024-02-16,S
'1010003',BAR1,3265.92,KG,2024-02-16,S
'1010003',BAR1,5443.2,KG,2024-02-16,S
'1010003',BAR1,10886.4,KG,2024-02-16,S
'1010003',BAR1,2177.28,KG,2024-02-16,S
'1010003',BAR1,1088.64,KG,2024-02-16,S
'1010003',BAR1,18506.88,KG,2024-02-17,H
'1010003',BAR1,18506.88,KG,2024-02-17,H
'1010003',BAR1,4354.56,KG,2024-02-17,H
'1010003',BAR1,14152.32,KG,2024-02-17,H
'1010003',BAR1,8164.8,KG,2024-02-17,H
'1010003',BAR1,10342.08,KG,2024-02-17,H
'1010003',BAR1,5443.2,KG,2024-02-19,S
'1010003',BAR1,4354.56,KG,2024-02-19,S
'1010003',BAR1,2177.28,KG,2024-02-19,S
'1010003',BAR1,1088.64,KG,2024-02-19,S
'1010003',BAR1,1088.64,KG,2024-02-20,S
'1010003',BAR1,2177.28,KG,2024-02-20,S
'1010003',BAR1,13063.68,KG,2024-02-20,S
'1010003',BAR1,2177.28,KG,2024-02-20,S
'1010003',BAR1,1088.64,KG,2024-02-20,S
'1010003',BAR1,6531.84,KG,2024-02-20,S
'1010003',BAR1,4354.56,KG,2024-02-20,S
'1010003',BAR1,7620.48,KG,2024-02-20,S
'1010003',BAR1,1088.64,KG,2024-02-20,S
'1010003',BAR1,4354.56,KG,2024-02-20,S
'1010003',BAR1,2177.28,KG,2024-02-20,S
'1010003',BAR1,9797.76,KG,2024-02-20,S
'1010003',BAR1,7620.48,KG,2024-02-20,S
'1010003',BAR1,1088.64,KG,2024-02-20,S
'1010003',BAR1,4354.56,KG,2024-02-21,H
'1010003',BAR1,14152.32,KG,2024-02-21,H
'1010003',BAR1,1632.96,KG,2024-02-22,H
'1010003',BAR1,3265.92,KG,2024-02-22,H
'1010003',BAR1,544.32,KG,2024-02-22,H
'1010003',BAR1,1088.64,KG,2024-02-22,H
'1010003',BAR1,2177.28,KG,2024-02-22,H
'1010003',BAR1,5987.52,KG,2024-02-22,H
'1010003',BAR1,544.32,KG,2024-02-24,H
'1010003',BAR1,3265.92,KG,2024-02-24,H
'1010003',BAR1,14152.32,KG,2024-02-24,H
'1010003',BAR1,10342.08,KG,2024-02-24,H
'1010003',BAR1,8164.8,KG,2024-02-24,H
'1010003',BAR1,1088.64,KG,2024-02-24,H
'1010003',BAR1,5443.2,KG,2024-02-24,H
'1010003',BAR1,1632.96,KG,2024-02-24,H
'1010003',BAR1,544.32,KG,2024-02-24,H
'1010003',BAR1,8709.12,KG,2024-02-24,H
'1010003',BAR1,544.32,KG,2024-02-24,H
'1010003',BAR1,17962.56,KG,2024-02-24,H
'1010003',BAR1,2177.28,KG,2024-02-24,S
'1010003',BAR1,7620.48,KG,2024-02-24,S
'1010003',BAR1,1088.64,KG,2024-02-24,S
'1010003',BAR1,4354.56,KG,2024-02-24,S
'1010003',BAR1,3265.92,KG,2024-02-24,S
'1010003',BAR1,1270.08,KG,2024-02-24,S
'1010003',BAR1,2177.28,KG,2024-02-24,S
'1010003',BAR1,7620.48,KG,2024-02-24,S
'1010003',BAR1,5443.2,KG,2024-02-24,S
'1010003',BAR1,1088.64,KG,2024-02-26,H
'1010003',BAR1,14243.04,KG,2024-02-26,H
'1010003',BAR1,1088.64,KG,2024-02-26,S
'1010003',BAR1,3265.92,KG,2024-02-26,S
'1010003',BAR1,6531.84,KG,2024-02-26,S
'1010003',BAR1,8709.12,KG,2024-02-26,S
'1010003',BAR1,1088.64,KG,2024-02-27,S
'1010003',BAR1,2177.28,KG,2024-02-27,S
'1010003',BAR1,4354.56,KG,2024-02-27,S
'1010003',BAR1,9797.76,KG,2024-02-27,S
'1010003',BAR1,1088.64,KG,2024-02-27,S
'1010003',BAR1,2177.28,KG,2024-02-27,S
'1010003',BAR1,11975.04,KG,2024-02-27,S
'1010003',BAR1,6531.84,KG,2024-02-28,S
'1010003',BAR1,1088.64,KG,2024-02-28,S
'1010003',BAR1,5443.2,KG,2024-02-28,S
'1010003',BAR1,272.16,KG,2024-02-29,H
'1010003',BAR1,3265.92,KG,2024-02-29,S
'1010003',BAR1,1088.64,KG,2024-02-29,S
'1010003',BAR1,7620.48,KG,2024-02-29,S
'1010003',BAR1,18506.88,KG,2024-03-02,H
'1010003',BAR1,8709.12,KG,2024-03-04,S
'1010003',BAR1,5443.2,KG,2024-03-04,S
'1010003',BAR1,3265.92,KG,2024-03-04,S
'1010003',BAR1,1088.64,KG,2024-03-04,S
'1010003',BAR1,4354.56,KG,2024-03-05,S
'1010003',BAR1,8709.12,KG,2024-03-05,S
'1010003',BAR1,6531.84,KG,2024-03-05,S
'1010003',BAR1,3265.92,KG,2024-03-05,S
'1010003',BAR1,13063.68,KG,2024-03-05,S
'1010003',BAR1,1088.64,KG,2024-03-05,S
'1010003',BAR1,6531.84,KG,2024-03-06,S
'1010003',BAR1,4354.56,KG,2024-03-06,S
'1010003',BAR1,8709.12,KG,2024-03-06,S
'1010003',BAR1,11975.04,KG,2024-03-09,H
'1010003',BAR1,4354.56,KG,2024-03-09,H
'1010003',BAR1,2177.28,KG,2024-03-09,H
'1010003',BAR1,544.32,KG,2024-03-09,H
'1010003',BAR1,17962.56,KG,2024-03-09,H
'1010003',BAR1,5443.2,KG,2024-03-09,S
'1010003',BAR1,4354.56,KG,2024-03-09,S
'1010003',BAR1,2177.28,KG,2024-03-09,S
'1010003',BAR1,6531.84,KG,2024-03-09,S
'1010003',BAR1,1088.64,KG,2024-03-09,S
'1010003',BAR1,181.44,KG,2024-03-11,H
'1010003',BAR1,544.32,KG,2024-03-12,H
'1010003',BAR1,1088.64,KG,2024-03-12,H
'1010003',BAR1,1088.64,KG,2024-03-12,S
'1010003',BAR1,5443.2,KG,2024-03-12,S
'1010003',BAR1,3265.92,KG,2024-03-12,S
'1010003',BAR1,6531.84,KG,2024-03-12,S
'1010003',BAR1,1088.64,KG,2024-03-13,H
'1010003',BAR1,3265.92,KG,2024-03-13,S
'1010003',BAR1,5443.2,KG,2024-03-13,S
'1010003',BAR1,6531.84,KG,2024-03-13,S
'1010003',BAR1,1088.64,KG,2024-03-13,S
'1010003',BAR1,4354.56,KG,2024-03-13,S
'1010003',BAR1,2177.28,KG,2024-03-14,H
'1010003',BAR1,1088.64,KG,2024-03-14,H
'1010003',BAR1,11975.04,KG,2024-03-14,H
'1010003',BAR1,544.32,KG,2024-03-14,H
'1010003',BAR1,1088.64,KG,2024-03-14,S
'1010003',BAR1,4354.56,KG,2024-03-14,S
'1010003',BAR1,5443.2,KG,2024-03-14,S
'1010003',BAR1,9797.76,KG,2024-03-14,S
'1010003',BAR1,1088.64,KG,2024-03-15,H
'1010003',BAR1,544.32,KG,2024-03-15,H
'1010003',BAR1,5443.2,KG,2024-03-15,S
'1010003',BAR1,1088.64,KG,2024-03-15,S
'1010003',BAR1,11975.04,KG,2024-03-15,S
'1010003',BAR1,2177.28,KG,2024-03-15,S
'1010003',BAR1,544.32,KG,2024-03-16,H
'1010003',BAR1,3810.24,KG,2024-03-16,H
'1010003',BAR1,1088.64,KG,2024-03-16,H
'1010003',BAR1,10886.4,KG,2024-03-16,H
'1010003',BAR1,2177.28,KG,2024-03-16,H
'1010003',BAR1,5443.2,KG,2024-03-16,H
'1010003',BAR1,13063.68,KG,2024-03-16,H
'1010003',BAR1,5443.2,KG,2024-03-16,H
'1010003',BAR1,13063.68,KG,2024-03-16,H
'1010003',BAR1,7620.48,KG,2024-03-19,H
'1010003',BAR1,1088.64,KG,2024-03-19,H
'1010003',BAR1,4354.56,KG,2024-03-19,H
'1010003',BAR1,5443.2,KG,2024-03-19,H
'1010003',BAR1,1088.64,KG,2024-03-20,H
'1010003',BAR1,544.32,KG,2024-03-20,H
'1010003',BAR1,7620.48,KG,2024-03-21,H
'1010003',BAR1,10886.4,KG,2024-03-21,H
'1010003',BAR1,1088.64,KG,2024-03-21,S
'1010003',BAR1,6531.84,KG,2024-03-21,S
'1010003',BAR1,4354.56,KG,2024-03-21,S
'1010003',BAR1,8709.12,KG,2024-03-21,S
'1010003',BAR1,2177.28,KG,2024-03-21,S
'1010003',BAR1,1088.64,KG,2024-03-21,S
'1010003',BAR1,5443.2,KG,2024-03-21,S
'1010003',BAR1,8709.12,KG,2024-03-21,S
'1010003',BAR1,1088.64,KG,2024-03-21,S
'1010003',BAR1,6531.84,KG,2024-03-21,S
'1010003',BAR1,11975.04,KG,2024-03-21,S
'1010003',BAR1,8709.12,KG,2024-03-22,S
'1010003',BAR1,11975.04,KG,2024-03-22,S
'1010003',BAR1,8709.12,KG,2024-03-26,S
'1010003',BAR1,4354.56,KG,2024-03-26,S
'1010003',BAR1,2177.28,KG,2024-03-26,S
'1010003',BAR1,1088.64,KG,2024-03-26,S
'1010003',BAR1,18506.88,KG,2024-03-27,H
'1010003',BAR1,2177.28,KG,2024-03-27,S
